precision,recall,AUC,Lambda
0.886453576864536,0.864094955489614,0.875274266177075,0.000227584592607479
0.954006293875575,0.875,0.865473828395791,0.000562341325190349
0.910805775500699,0.816492693110647,0.769252951282751,0.000562341325190349
